storage,source_variant,capacity,num_orders,inst_num,bks_value,bks_is_opt,bks_source_policy,optimal_block_bks,optimal_block_bks_is_opt,any_policy_improves_optimal,bks_definition,source,doi,source_url
CBD,Traversal,30,100,30,16105,True,optimal,16105,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,31,17986,True,optimal,17986,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,32,14683,True,optimal,14683,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,33,15057,True,optimal,15057,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,34,15997,True,optimal,15997,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,35,16511,True,optimal,16511,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,36,14690,True,optimal,14690,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,37,16867,True,optimal,16867,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,38,17227,True,optimal,17227,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,30,100,39,15923,True,optimal,15923,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,0,2686,True,optimal,2686,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,1,2092,True,optimal,2092,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,2,2621,True,optimal,2621,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,3,2530,True,optimal,2530,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,4,2583,True,optimal,2583,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,5,2824,True,optimal,2824,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,6,2326,True,optimal,2326,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,7,2064,True,optimal,2064,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,8,2808,True,optimal,2808,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,9,2343,True,optimal,2343,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,10,2338,True,optimal,2338,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,11,2882,True,optimal,2882,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,12,2752,True,optimal,2752,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,13,2420,True,optimal,2420,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,14,2002,True,optimal,2002,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,15,2041,True,optimal,2041,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,16,2430,True,optimal,2430,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,17,2315,True,optimal,2315,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,18,2320,True,optimal,2320,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,19,2209,True,optimal,2209,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,20,2622,True,optimal,2622,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,21,2539,True,optimal,2539,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,22,2203,True,optimal,2203,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,23,2022,True,optimal,2022,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,24,2519,True,optimal,2519,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,25,2148,True,optimal,2148,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,26,2369,True,optimal,2369,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,27,2189,True,optimal,2189,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,28,2145,True,optimal,2145,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,29,2242,True,optimal,2242,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,30,2125,True,optimal,2125,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,31,2499,True,optimal,2499,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,32,2476,True,optimal,2476,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,33,2798,True,optimal,2798,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,34,2228,True,optimal,2228,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,35,2215,True,optimal,2215,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,36,2331,True,optimal,2331,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,37,2265,True,optimal,2265,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,38,2222,True,optimal,2222,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,20,39,2472,True,optimal,2472,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,0,3246,True,optimal,3246,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,1,4147,True,optimal,4147,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,2,3579,True,optimal,3579,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,3,3180,True,optimal,3180,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,4,3866,True,optimal,3866,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,5,3659,True,optimal,3659,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,6,3834,True,optimal,3834,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,7,3873,True,optimal,3873,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,8,3920,True,optimal,3920,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,9,3365,True,optimal,3365,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,10,3575,True,optimal,3575,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,11,4060,True,optimal,4060,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,12,3461,True,optimal,3461,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,13,3580,True,optimal,3580,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,14,2953,True,optimal,2953,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,15,3835,True,optimal,3835,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,16,3864,True,optimal,3864,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,17,3675,True,optimal,3675,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,18,3628,True,optimal,3628,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,19,3569,True,optimal,3569,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,20,3137,True,optimal,3137,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,21,3869,True,optimal,3869,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,22,4034,True,optimal,4034,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,23,3720,True,optimal,3720,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,24,3579,True,optimal,3579,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,25,3908,True,optimal,3908,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,26,3592,True,optimal,3592,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,27,3426,True,optimal,3426,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,28,3475,True,optimal,3475,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,29,3525,True,optimal,3525,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,30,3551,True,optimal,3551,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,31,3411,True,optimal,3411,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,32,3458,True,optimal,3458,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,33,3534,True,optimal,3534,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,34,3595,True,optimal,3595,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,35,4069,True,optimal,4069,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,36,3328,True,optimal,3328,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,37,3184,True,optimal,3184,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,38,3489,True,optimal,3489,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,30,39,3245,True,optimal,3245,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,0,4553,True,optimal,4553,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,1,5229,True,optimal,5229,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,2,5117,True,optimal,5117,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,3,4787,True,optimal,4787,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,4,4678,True,optimal,4678,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,5,4253,True,optimal,4253,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,6,4730,True,optimal,4730,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,7,4122,True,optimal,4122,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,8,4570,True,optimal,4570,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,9,4220,True,optimal,4220,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,10,4977,True,optimal,4977,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,11,5060,True,optimal,5060,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,12,4567,True,optimal,4567,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,13,4612,True,optimal,4612,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,14,4759,True,optimal,4759,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,15,4971,True,optimal,4971,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,16,4185,True,optimal,4185,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,17,4289,True,optimal,4289,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,18,4117,True,optimal,4117,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,19,4102,True,optimal,4102,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,20,4889,True,optimal,4889,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,21,4716,True,optimal,4716,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
CBD,Traversal,45,40,22,4530,True,optimal,4530,True,False,best feasible published value across W&G routing-policy BKS blocks for the same underlying instance,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198,https://pubsonline.informs.org/doi/10.1287/trsc.2023.1198
