InstanceId,Replication,NbPickers,NbAisles,StorageLocati,BatchCapacity,Due time,NbOrders,UpperBoundI,Cpu(s),NbBatchesInS,OptimalValue,LowerBoundRootAfterCuts,RootGap(%),NbColumns,NbIterLP(rou,LowerBoundBeforeCuts,NbMTcuts,NbFSLcuts,NbR1cuts,NbSCcuts,TimePdyn(s),TimeMaster(s),TimeInitTours,TimeMIP(s),TimeCuts(s)
126.0,1.0,2.0,24.0,2.0,8.0,3.0,6.0,58974.0,0.02,3.0,58974.0,58974.0,0.0,22.0,2.0,57900.0,0.0,0.0,20.0,2.0,0.01,0.0,0.01,0.0,0.0
127.0,1.0,2.0,24.0,2.0,12.0,1.0,18.0,86886.0,45.22,4.0,85086.0,85086.0,0.0,27317.0,3.0,83493.75,5.0,1.0,40.0,29.0,37.06,0.12,37.98,5.47,0.57
128.0,1.0,2.0,24.0,2.0,12.0,2.0,18.0,62580.0,177.55,3.0,62580.0,62580.0,0.0,80420.0,3.0,60704.0,0.0,0.0,40.0,64.0,137.65,0.38,148.6,16.89,2.79
129.0,1.0,2.0,24.0,2.0,12.0,3.0,18.0,84054.0,83.72,4.0,84054.0,84050.98,0.0,25344.0,42.0,82662.0,0.0,0.0,813.0,2.0,42.58,3.42,43.35,1.63,25.04
130.0,1.0,2.0,24.0,2.0,12.0,1.0,12.0,65868.0,1.87,3.0,65868.0,65868.0,0.0,1213.0,3.0,64367.0,0.0,0.0,40.0,21.0,1.73,0.0,1.74,0.07,0.04
131.0,1.0,2.0,24.0,2.0,12.0,2.0,12.0,65616.0,2.68,3.0,65616.0,65616.0,0.0,1536.0,3.0,64872.0,0.0,0.0,40.0,18.0,2.51,0.0,2.52,0.1,0.04
132.0,1.0,2.0,24.0,2.0,12.0,3.0,12.0,48984.0,4.2,2.0,48984.0,48984.0,0.0,2433.0,1.0,48984.0,0.0,0.0,0.0,0.0,4.09,0.0,4.1,0.07,0.0
133.0,1.0,2.0,24.0,2.0,12.0,1.0,6.0,71880.0,0.03,3.0,71880.0,71880.0,0.0,25.0,1.0,71880.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
134.0,1.0,2.0,24.0,2.0,12.0,2.0,6.0,91362.0,0.03,4.0,91362.0,91362.0,0.0,15.0,2.0,90693.0,0.0,0.0,4.0,1.0,0.01,0.0,0.01,0.0,0.01
135.0,1.0,2.0,24.0,2.0,12.0,3.0,6.0,55944.0,0.08,2.0,55944.0,55944.0,0.0,41.0,1.0,55944.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.0,0.0
136.0,1.0,2.0,24.0,3.0,4.0,1.0,18.0,169896.0,0.59,10.0,166350.0,166298.39,0.03,273.0,3.0,165654.0,3.0,1.0,40.0,1.0,0.26,0.0,0.26,0.01,0.3
137.0,1.0,2.0,24.0,3.0,4.0,2.0,18.0,128148.0,0.81,8.0,128148.0,128148.0,0.0,649.0,1.0,128148.0,0.0,0.0,0.0,0.0,0.72,0.0,0.73,0.02,0.06
138.0,1.0,2.0,24.0,3.0,4.0,3.0,18.0,138168.0,0.79,9.0,137610.0,137610.0,0.0,517.0,4.0,137313.0,0.0,0.0,60.0,0.0,0.42,0.0,0.42,0.02,0.35
139.0,1.0,2.0,24.0,3.0,4.0,1.0,12.0,140256.0,0.13,8.0,139518.0,139518.0,0.0,52.0,4.0,139236.74,2.0,3.0,20.0,1.0,0.05,0.0,0.05,0.0,0.07
140.0,1.0,2.0,24.0,3.0,4.0,2.0,12.0,112230.0,0.14,7.0,112230.0,112230.0,0.0,111.0,2.0,112092.0,0.0,0.0,20.0,0.0,0.1,0.0,0.1,0.0,0.03
141.0,1.0,2.0,24.0,3.0,4.0,3.0,12.0,114690.0,0.12,7.0,114690.0,114690.0,0.0,95.0,1.0,114690.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0
142.0,1.0,2.0,24.0,3.0,4.0,1.0,6.0,84306.0,0.01,5.0,84306.0,84306.0,0.0,9.0,1.0,84306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,1.0,2.0,24.0,3.0,4.0,2.0,6.0,105996.0,0.01,6.0,105996.0,105996.0,0.0,6.0,1.0,105996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,1.0,2.0,24.0,3.0,4.0,3.0,6.0,78030.0,0.01,5.0,78030.0,78030.0,0.0,9.0,1.0,78030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,1.0,2.0,24.0,3.0,8.0,1.0,18.0,87186.0,40.13,4.0,86796.0,86796.0,0.0,16684.0,3.0,86184.0,0.0,0.0,40.0,204.0,28.35,0.08,28.71,8.92,1.94
146.0,1.0,2.0,24.0,3.0,8.0,2.0,18.0,77646.0,18.5,4.0,77610.0,77610.0,0.0,11355.0,1.0,77610.0,0.0,0.0,0.0,0.0,17.69,0.03,17.87,0.37,0.03
147.0,1.0,2.0,24.0,3.0,8.0,3.0,18.0,93906.0,16.37,5.0,93906.0,93906.0,0.0,8257.0,5.0,92055.0,0.0,0.0,80.0,13.0,14.9,0.03,15.0,0.78,0.39
148.0,1.0,2.0,24.0,3.0,8.0,1.0,12.0,63072.0,2.35,3.0,61980.0,61980.0,0.0,1197.0,2.0,59049.0,0.0,0.0,20.0,12.0,2.24,0.0,2.24,0.08,0.01
149.0,1.0,2.0,24.0,3.0,8.0,2.0,12.0,83190.0,0.89,4.0,83052.0,83052.0,0.0,569.0,2.0,82845.6,0.0,0.0,20.0,32.0,0.8,0.0,0.81,0.05,0.02
150.0,1.0,2.0,24.0,3.0,8.0,3.0,12.0,69126.0,1.94,3.0,69126.0,69126.0,0.0,1171.0,1.0,69126.0,0.0,0.0,0.0,0.0,1.88,0.0,1.88,0.04,0.0
151.0,1.0,2.0,24.0,3.0,8.0,1.0,6.0,80274.0,0.02,4.0,80274.0,80274.0,0.0,16.0,1.0,80274.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
152.0,1.0,2.0,24.0,3.0,8.0,2.0,6.0,116310.0,0.01,5.0,116310.0,116310.0,0.0,7.0,1.0,116310.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
153.0,1.0,2.0,24.0,3.0,8.0,3.0,6.0,71328.0,0.03,3.0,71328.0,71328.0,0.0,17.0,1.0,71328.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
154.0,1.0,2.0,24.0,3.0,12.0,1.0,18.0,68562.0,268.35,3.0,68562.0,68562.0,0.0,72238.0,20.0,67427.9,9.0,1.0,380.0,159.0,157.48,4.02,166.49,50.24,33.07
155.0,1.0,2.0,24.0,3.0,12.0,2.0,18.0,78402.0,60.9,4.0,78402.0,78402.0,0.0,28552.0,1.0,78402.0,0.0,0.0,0.0,0.0,57.55,0.08,58.61,1.05,0.03
156.0,1.0,2.0,24.0,3.0,12.0,3.0,18.0,60642.0,223.64,3.0,60642.0,60642.0,0.0,81980.0,4.0,59651.73,0.0,0.0,60.0,103.0,167.76,0.49,181.55,25.42,5.71
157.0,1.0,2.0,24.0,3.0,12.0,1.0,12.0,71364.0,2.83,3.0,71130.0,71130.0,0.0,1240.0,3.0,69213.55,8.0,1.0,40.0,60.0,2.47,0.0,2.47,0.28,0.06
158.0,1.0,2.0,24.0,3.0,12.0,2.0,12.0,47130.0,6.27,2.0,47130.0,47130.0,0.0,2669.0,2.0,46305.27,0.0,0.0,20.0,178.0,5.29,0.01,5.3,0.76,0.17
159.0,1.0,2.0,24.0,3.0,12.0,3.0,12.0,57618.0,4.43,3.0,57618.0,57618.0,0.0,2047.0,1.0,57618.0,0.0,0.0,0.0,0.0,4.34,0.0,4.34,0.06,0.0
160.0,1.0,2.0,24.0,3.0,12.0,1.0,6.0,74388.0,0.04,3.0,74388.0,74388.0,0.0,27.0,1.0,74388.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
161.0,1.0,2.0,24.0,3.0,12.0,2.0,6.0,66612.0,0.06,3.0,66612.0,66612.0,0.0,26.0,2.0,66032.0,0.0,0.0,18.0,1.0,0.04,0.0,0.04,0.0,0.01
162.0,1.0,2.0,24.0,3.0,12.0,3.0,6.0,47520.0,0.08,2.0,47520.0,47520.0,0.0,39.0,2.0,47361.0,0.0,0.0,20.0,1.0,0.07,0.0,0.07,0.0,0.0
163.0,1.0,2.0,36.0,1.0,4.0,1.0,18.0,164874.0,1.94,7.0,164580.0,164580.0,0.0,799.0,5.0,163932.0,0.0,0.0,80.0,0.0,1.51,0.0,1.52,0.03,0.37
164.0,1.0,2.0,36.0,1.0,4.0,2.0,18.0,163644.0,2.2,7.0,160296.0,160296.0,0.0,1240.0,2.0,159480.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.04,0.14
166.0,1.0,2.0,36.0,1.0,4.0,1.0,12.0,177552.0,0.14,7.0,174576.0,174576.0,0.0,59.0,2.0,174072.0,0.0,0.0,20.0,1.0,0.1,0.0,0.1,0.0,0.03
167.0,1.0,2.0,36.0,1.0,4.0,2.0,12.0,126030.0,0.28,6.0,126030.0,126030.0,0.0,134.0,2.0,125568.0,0.0,0.0,20.0,1.0,0.24,0.0,0.24,0.0,0.02
168.0,1.0,2.0,36.0,1.0,4.0,3.0,12.0,204174.0,0.11,9.0,203682.0,202844.18,0.41,31.0,5.0,202803.2,0.0,4.0,0.0,0.0,0.05,0.0,0.05,0.0,0.06
169.0,1.0,2.0,36.0,1.0,4.0,1.0,6.0,78414.0,0.04,3.0,78414.0,78414.0,0.0,19.0,1.0,78414.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
170.0,1.0,2.0,36.0,1.0,4.0,2.0,6.0,87750.0,0.02,4.0,87750.0,87750.0,0.0,13.0,1.0,87750.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
171.0,1.0,2.0,36.0,1.0,4.0,3.0,6.0,151044.0,0.01,6.0,151044.0,151044.0,0.0,6.0,1.0,151044.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
172.0,1.0,2.0,36.0,1.0,8.0,1.0,18.0,145392.0,45.9,5.0,145392.0,145392.0,0.0,12667.0,4.0,139577.01,27.0,2.0,60.0,1.0,38.1,0.07,38.3,6.93,0.3
173.0,1.0,2.0,36.0,1.0,8.0,2.0,18.0,100008.0,65.34,4.0,100008.0,100008.0,0.0,22906.0,2.0,97308.86,0.0,0.0,20.0,9.0,62.37,0.06,63.12,1.22,0.15
174.0,1.0,2.0,36.0,1.0,8.0,3.0,18.0,112830.0,42.01,4.0,107160.0,107160.0,0.0,12886.0,5.0,105541.07,21.0,5.0,80.0,47.0,34.59,0.1,34.82,6.11,0.64
175.0,1.0,2.0,36.0,1.0,8.0,1.0,12.0,164160.0,0.62,5.0,152220.0,152220.0,0.0,231.0,1.0,152220.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.01,0.0
176.0,1.0,2.0,36.0,1.0,8.0,2.0,12.0,212904.0,0.26,7.0,212904.0,205596.0,3.55,71.0,2.0,202752.0,0.0,2.0,20.0,2.0,0.21,0.0,0.21,0.01,0.03
177.0,1.0,2.0,36.0,1.0,8.0,3.0,12.0,81378.0,4.02,3.0,81378.0,81378.0,0.0,1531.0,2.0,79908.0,0.0,0.0,20.0,24.0,3.87,0.0,3.87,0.09,0.03
178.0,1.0,2.0,36.0,1.0,8.0,1.0,6.0,132972.0,0.04,4.0,132972.0,132972.0,0.0,11.0,1.0,132972.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
179.0,1.0,2.0,36.0,1.0,8.0,2.0,6.0,90990.0,0.06,3.0,90990.0,90990.0,0.0,26.0,2.0,90669.0,0.0,0.0,20.0,1.0,0.05,0.0,0.05,0.0,0.0
180.0,1.0,2.0,36.0,1.0,8.0,3.0,6.0,152208.0,0.02,5.0,152208.0,152208.0,0.0,8.0,1.0,152208.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
181.0,1.0,2.0,36.0,1.0,12.0,1.0,18.0,127944.0,98.68,4.0,123816.0,123403.58,0.33,18799.0,4.0,120792.55,11.0,1.0,60.0,7.0,91.31,0.09,91.95,5.59,0.44
182.0,1.0,2.0,36.0,1.0,12.0,2.0,18.0,127776.0,121.09,3.0,116352.0,116352.0,0.0,26192.0,2.0,114929.18,14.0,1.0,20.0,0.0,112.4,0.09,113.69,5.99,0.2
183.0,1.0,2.0,36.0,1.0,12.0,3.0,18.0,170874.0,95.66,4.0,138648.0,136924.68,1.26,19279.0,10.0,134810.19,23.0,3.0,180.0,51.0,81.16,0.24,81.71,10.27,2.36
184.0,1.0,2.0,36.0,1.0,12.0,1.0,12.0,101226.0,5.3,3.0,99834.0,99834.0,0.0,1284.0,1.0,99834.0,0.0,0.0,0.0,0.0,5.23,0.0,5.23,0.05,0.0
185.0,1.0,2.0,36.0,1.0,12.0,2.0,12.0,76632.0,6.47,2.0,76632.0,76632.0,0.0,2110.0,1.0,76632.0,0.0,0.0,0.0,0.0,6.33,0.0,6.34,0.09,0.0
186.0,1.0,2.0,36.0,1.0,12.0,3.0,12.0,91506.0,5.95,3.0,91242.0,91242.0,0.0,1440.0,3.0,89975.45,0.0,0.0,40.0,1.0,5.85,0.0,5.85,0.05,0.02
187.0,1.0,2.0,36.0,1.0,12.0,1.0,6.0,112062.0,0.05,3.0,112062.0,112062.0,0.0,21.0,1.0,112062.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0
188.0,1.0,2.0,36.0,1.0,12.0,2.0,6.0,118728.0,0.07,3.0,118350.0,118350.0,0.0,19.0,2.0,118248.0,0.0,0.0,8.0,1.0,0.06,0.0,0.06,0.0,0.0
189.0,1.0,2.0,36.0,1.0,12.0,3.0,6.0,190086.0,0.02,4.0,151578.0,151578.0,0.0,10.0,1.0,151578.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
190.0,1.0,2.0,36.0,2.0,4.0,1.0,18.0,177390.0,1.94,9.0,176700.0,173672.83,1.74,591.0,7.0,172094.13,6.0,1.0,120.0,0.0,0.79,0.0,0.79,0.11,1.01
191.0,1.0,2.0,36.0,2.0,4.0,2.0,18.0,173454.0,1.96,9.0,173454.0,171333.0,1.24,723.0,9.0,170508.0,0.0,0.0,160.0,0.0,0.66,0.0,0.66,0.03,1.23
192.0,1.0,2.0,36.0,2.0,4.0,3.0,18.0,135846.0,2.8,7.0,135510.0,135019.5,0.36,1051.0,8.0,134400.0,0.0,0.0,140.0,0.0,1.74,0.0,1.74,0.15,0.88
193.0,1.0,2.0,36.0,2.0,4.0,1.0,12.0,143274.0,0.29,6.0,143274.0,143274.0,0.0,145.0,2.0,141652.0,0.0,0.0,20.0,6.0,0.25,0.0,0.25,0.0,0.03
194.0,1.0,2.0,36.0,2.0,4.0,2.0,12.0,134262.0,0.11,6.0,134262.0,134262.0,0.0,76.0,1.0,134262.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.01
195.0,1.0,2.0,36.0,2.0,4.0,3.0,12.0,134892.0,0.17,6.0,132120.0,132120.0,0.0,98.0,1.0,132120.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.01
196.0,1.0,2.0,36.0,2.0,4.0,1.0,6.0,88164.0,0.01,4.0,88164.0,88164.0,0.0,12.0,1.0,88164.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
197.0,1.0,2.0,36.0,2.0,4.0,2.0,6.0,110850.0,0.01,5.0,110850.0,110850.0,0.0,7.0,1.0,110850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.0,1.0,2.0,36.0,2.0,4.0,3.0,6.0,111462.0,0.01,5.0,111462.0,111462.0,0.0,9.0,1.0,111462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.0,1.0,2.0,36.0,2.0,8.0,1.0,18.0,160566.0,11.31,6.0,159216.0,159216.0,0.0,4109.0,6.0,154161.39,11.0,6.0,20.0,15.0,8.88,0.01,8.9,1.95,0.38
200.0,1.0,2.0,36.0,2.0,8.0,2.0,18.0,129054.0,18.73,5.0,128202.0,128202.0,0.0,7189.0,2.0,128070.86,0.0,0.0,20.0,2.0,18.2,0.01,18.26,0.28,0.07
201.0,1.0,2.0,36.0,2.0,8.0,3.0,18.0,78582.0,109.93,4.0,78582.0,78582.0,0.0,37354.0,1.0,78582.0,0.0,0.0,0.0,0.0,104.27,0.1,106.25,1.66,0.03
202.0,1.0,2.0,36.0,2.0,8.0,1.0,12.0,108264.0,1.0,4.0,107916.0,107916.0,0.0,605.0,2.0,105645.6,0.0,0.0,20.0,15.0,0.94,0.0,0.94,0.03,0.02
203.0,1.0,2.0,36.0,2.0,8.0,2.0,12.0,127758.0,1.18,4.0,112848.0,112613.4,0.21,465.0,2.0,111980.3,4.0,1.0,0.0,0.0,1.12,0.0,1.12,0.02,0.02
204.0,1.0,2.0,36.0,2.0,8.0,3.0,12.0,95196.0,0.95,4.0,92760.0,92760.0,0.0,600.0,3.0,90253.0,0.0,0.0,40.0,2.0,0.89,0.0,0.89,0.01,0.03
205.0,1.0,2.0,36.0,2.0,8.0,1.0,6.0,87900.0,0.05,3.0,87900.0,87900.0,0.0,21.0,1.0,87900.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
206.0,1.0,2.0,36.0,2.0,8.0,2.0,6.0,66582.0,0.04,3.0,66582.0,66582.0,0.0,31.0,1.0,66582.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
207.0,1.0,2.0,36.0,2.0,8.0,3.0,6.0,132420.0,0.02,5.0,132420.0,132420.0,0.0,11.0,2.0,118044.0,4.0,1.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
208.0,1.0,2.0,36.0,2.0,12.0,1.0,18.0,117258.0,158.15,4.0,109128.0,109128.0,0.0,30177.0,1.0,109128.0,0.0,0.0,0.0,0.0,153.62,0.08,155.49,1.19,0.03
209.0,1.0,2.0,36.0,2.0,12.0,2.0,18.0,104556.0,65.18,4.0,104556.0,104556.0,0.0,23701.0,1.0,104556.0,0.0,0.0,0.0,0.0,62.66,0.06,63.44,0.84,0.03
210.0,1.0,2.0,36.0,2.0,12.0,3.0,18.0,117300.0,103.19,4.0,112254.0,112133.34,0.11,27908.0,21.0,108816.0,10.0,1.0,380.0,0.0,87.43,0.79,88.46,4.24,6.22
211.0,1.0,2.0,36.0,2.0,12.0,1.0,12.0,123456.0,3.74,3.0,98514.0,98514.0,0.0,1240.0,3.0,94131.0,7.0,1.0,40.0,10.0,3.49,0.0,3.49,0.19,0.04
212.0,1.0,2.0,36.0,2.0,12.0,2.0,12.0,102630.0,3.58,3.0,102630.0,102630.0,0.0,1154.0,1.0,102630.0,0.0,0.0,0.0,0.0,3.52,0.0,3.53,0.03,0.0
213.0,1.0,2.0,36.0,2.0,12.0,3.0,12.0,90486.0,2.98,3.0,90486.0,90486.0,0.0,993.0,2.0,89961.0,4.0,1.0,20.0,22.0,2.81,0.0,2.82,0.12,0.02
214.0,1.0,2.0,36.0,2.0,12.0,1.0,6.0,95790.0,0.06,3.0,95790.0,95790.0,0.0,25.0,1.0,95790.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.0,0.0
215.0,1.0,2.0,36.0,2.0,12.0,2.0,6.0,97440.0,0.04,3.0,97440.0,97440.0,0.0,20.0,1.0,97440.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
216.0,1.0,2.0,36.0,2.0,12.0,3.0,6.0,90000.0,0.05,3.0,90000.0,90000.0,0.0,26.0,1.0,90000.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
217.0,1.0,2.0,36.0,3.0,4.0,1.0,18.0,167160.0,1.35,8.0,163224.0,163224.0,0.0,611.0,2.0,162900.0,0.0,0.0,20.0,8.0,1.17,0.0,1.17,0.02,0.14
218.0,1.0,2.0,36.0,3.0,4.0,2.0,18.0,186696.0,1.22,9.0,186696.0,186696.0,0.0,508.0,2.0,184774.0,0.0,0.0,20.0,1.0,1.03,0.0,1.03,0.01,0.17
219.0,1.0,2.0,36.0,3.0,4.0,3.0,18.0,144612.0,2.79,7.0,142596.0,141444.0,0.81,1129.0,2.0,140568.25,0.0,1.0,20.0,1.0,2.49,0.0,2.49,0.12,0.15
220.0,1.0,2.0,36.0,3.0,4.0,1.0,12.0,124104.0,0.34,6.0,122652.0,122652.0,0.0,210.0,2.0,121924.0,0.0,0.0,20.0,0.0,0.29,0.0,0.29,0.01,0.02
221.0,1.0,2.0,36.0,3.0,4.0,2.0,12.0,138846.0,0.21,7.0,138846.0,138846.0,0.0,95.0,2.0,137883.0,0.0,0.0,20.0,1.0,0.18,0.0,0.18,0.0,0.03
222.0,1.0,2.0,36.0,3.0,4.0,3.0,12.0,144780.0,0.18,7.0,142332.0,142332.0,0.0,77.0,2.0,140092.0,0.0,0.0,20.0,1.0,0.15,0.0,0.15,0.0,0.02
223.0,1.0,2.0,36.0,3.0,4.0,1.0,6.0,88476.0,0.02,4.0,88476.0,88476.0,0.0,11.0,1.0,88476.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
224.0,1.0,2.0,36.0,3.0,4.0,2.0,6.0,77976.0,0.02,4.0,77976.0,77976.0,0.0,16.0,1.0,77976.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0
225.0,1.0,2.0,36.0,3.0,4.0,3.0,6.0,83136.0,0.02,4.0,83136.0,83136.0,0.0,16.0,1.0,83136.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0
226.0,1.0,2.0,36.0,3.0,8.0,1.0,18.0,115980.0,26.89,5.0,115068.0,115068.0,0.0,9212.0,1.0,115068.0,0.0,0.0,0.0,0.0,26.23,0.02,26.35,0.34,0.04
227.0,1.0,2.0,36.0,3.0,8.0,2.0,18.0,122850.0,53.23,5.0,121734.0,121734.0,0.0,17198.0,3.0,121356.0,0.0,0.0,40.0,1.0,51.19,0.05,51.66,0.85,0.16
228.0,1.0,2.0,36.0,3.0,8.0,3.0,18.0,92304.0,58.19,4.0,91140.0,91140.0,0.0,17848.0,17.0,90134.4,0.0,0.0,320.0,20.0,49.47,0.47,49.88,2.78,3.37
229.0,1.0,2.0,36.0,3.0,8.0,1.0,12.0,97428.0,1.45,4.0,97008.0,97008.0,0.0,645.0,2.0,95835.43,0.0,0.0,20.0,5.0,1.39,0.0,1.39,0.02,0.03
230.0,1.0,2.0,36.0,3.0,8.0,2.0,12.0,121962.0,0.85,5.0,121962.0,121962.0,0.0,341.0,1.0,121962.0,0.0,0.0,0.0,0.0,0.82,0.0,0.82,0.01,0.01
231.0,1.0,2.0,36.0,3.0,8.0,3.0,12.0,86370.0,2.61,4.0,86370.0,86370.0,0.0,894.0,2.0,85940.57,6.0,1.0,20.0,0.0,2.53,0.0,2.53,0.04,0.02
232.0,1.0,2.0,36.0,3.0,8.0,1.0,6.0,88710.0,0.05,3.0,88710.0,88710.0,0.0,17.0,1.0,88710.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0
233.0,1.0,2.0,36.0,3.0,8.0,2.0,6.0,80346.0,0.08,3.0,80346.0,80346.0,0.0,29.0,2.0,79803.0,0.0,0.0,20.0,1.0,0.07,0.0,0.07,0.0,0.01
234.0,1.0,2.0,36.0,3.0,8.0,3.0,6.0,88932.0,0.03,4.0,88932.0,88932.0,0.0,16.0,1.0,88932.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0
235.0,1.0,2.0,36.0,3.0,12.0,1.0,18.0,118872.0,76.89,4.0,118872.0,118872.0,0.0,18682.0,2.0,115935.27,0.0,0.0,20.0,106.0,70.26,0.07,70.77,4.67,0.81
236.0,1.0,2.0,36.0,3.0,12.0,2.0,18.0,86598.0,125.93,3.0,85806.0,85806.0,0.0,36174.0,1.0,85806.0,0.0,0.0,0.0,0.0,120.82,0.1,122.69,1.37,0.03
237.0,1.0,2.0,36.0,3.0,12.0,3.0,18.0,79296.0,410.24,3.0,79044.0,79044.0,0.0,105981.0,2.0,75306.0,3.0,1.0,20.0,10.0,342.66,0.55,374.59,13.79,0.8
238.0,1.0,2.0,36.0,3.0,12.0,1.0,12.0,98784.0,3.97,3.0,98208.0,98208.0,0.0,991.0,2.0,97546.0,0.0,0.0,20.0,25.0,3.87,0.0,3.87,0.07,0.02
239.0,1.0,2.0,36.0,3.0,12.0,2.0,12.0,84288.0,5.59,3.0,84288.0,84288.0,0.0,1701.0,3.0,82172.67,0.0,0.0,40.0,8.0,5.45,0.0,5.45,0.07,0.04
240.0,1.0,2.0,36.0,3.0,12.0,3.0,12.0,63684.0,6.53,2.0,63684.0,63684.0,0.0,2249.0,1.0,63684.0,0.0,0.0,0.0,0.0,6.43,0.0,6.43,0.06,0.0
241.0,1.0,2.0,36.0,3.0,12.0,1.0,6.0,59658.0,0.11,2.0,59658.0,59658.0,0.0,37.0,1.0,59658.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0
242.0,1.0,2.0,36.0,3.0,12.0,2.0,6.0,94824.0,0.06,3.0,94824.0,94824.0,0.0,25.0,2.0,91788.0,0.0,0.0,20.0,2.0,0.05,0.0,0.05,0.0,0.0
243.0,1.0,2.0,36.0,3.0,12.0,3.0,6.0,99876.0,0.08,3.0,99876.0,99876.0,0.0,24.0,2.0,99126.0,0.0,0.0,16.0,1.0,0.07,0.0,0.07,0.0,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,
,,12.0,,,,,,,,,,,,,,,,,,,,,,,
,,24.0,,,,,,,,,,,,,,,,,,,,,,,
,,36.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,15.0,,,,,,,,,,,,,,,,,,,,,,,
,,30.0,,,,,,,,,,,,,,,,,,,,,,,
,,45.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,100.0,,,,,,,,,,,,,,,,,,,,,,,
,,200.0,,,,,,,,,,,,,,,,,,,,,,,
,,300.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,,,,,,,,,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,,,,,,,
