Instance;Instance;Instance;Instance;Instance;Instance;Instance;Solution;Solution;Solution;Solution
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;24;4;traversal;false;2.673;2.669,13;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_4.txt;90;24;4;composite;false;2.395;2.384,81;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;24;5;optimal;false;2.210;2.184,12;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;24;5;largest_gap;false;2.330;2.315;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;24;5;midpoint;false;2.443;2.389;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;24;5;return;false;3.055;3.019,88;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;24;5;traversal;false;2.484;2.472,56;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_5.txt;90;24;5;composite;false;2.235;2.204,94;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;24;6;optimal;false;2.367;2.291,95;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;24;6;largest_gap;false;2.413;2.404,24;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;24;6;midpoint;false;2.506;2.496;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;24;6;return;true;3.090;3.090,39;3088,26
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;24;6;traversal;false;2.551;2.543,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_6.txt;90;24;6;composite;false;2.320;2.311,71;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;24;7;optimal;false;2.482;2.437,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;24;7;largest_gap;false;2.588;2.586;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;24;7;midpoint;false;2.678;2.671;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;24;7;return;false;3.280;3.262,90;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;24;7;traversal;false;2.716;2.710,13;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_7.txt;90;24;7;composite;false;2.464;2.444,73;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;24;8;optimal;false;2.349;2.306,08;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;24;8;largest_gap;false;2.466;2.427,46;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;24;8;midpoint;false;2.536;2.507;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;24;8;return;false;3.096;3.049,20;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;24;8;traversal;false;2.578;2.546,57;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_8.txt;90;24;8;composite;false;2.367;2.321,20;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;24;9;optimal;false;2.436;2.396,52;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;24;9;largest_gap;false;2.512;2.506,18;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;24;9;midpoint;false;2.576;2.567;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;24;9;return;false;3.258;3.243,82;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;24;9;traversal;false;2.682;2.676,16;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_9.txt;90;24;9;composite;false;2.430;2.416,74;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;24;10;optimal;false;2.445;2.367,49;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;24;10;largest_gap;false;2.520;2.518,84;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;24;10;midpoint;false;2.619;2.609;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;24;10;return;false;3.137;3.132,74;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;24;10;traversal;false;2.634;2.633,41;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_90_10.txt;90;24;10;composite;false;2.384;2.376,59;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;24;1;optimal;false;2.909;2.817,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;24;1;largest_gap;false;3.014;3.000,37;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;24;1;midpoint;false;3.104;3.093;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;24;1;return;false;3.799;3.792,85;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;24;1;traversal;false;3.119;3.119,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_1.txt;100;24;1;composite;false;2.845;2.836,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;24;2;optimal;false;2.742;2.669;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;24;2;largest_gap;false;2.825;2.809,44;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;24;2;midpoint;false;2.933;2.924;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;24;2;return;false;3.682;3.669;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;24;2;traversal;false;3.087;3.004,19;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_2.txt;100;24;2;composite;false;2.762;2.685,18;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;24;3;optimal;false;2.661;2.614;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;24;3;largest_gap;false;2.770;2.763,80;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;24;3;midpoint;false;2.895;2.877;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;24;3;return;false;3.584;3.568,73;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;24;3;traversal;false;2.925;2.916,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_3.txt;100;24;3;composite;false;2.642;2.627,23;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;24;4;optimal;false;2.725;2.547,45;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;24;4;largest_gap;false;2.688;2.677,85;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;24;4;midpoint;false;2.845;2.771;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;24;4;return;false;3.500;3.494,03;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;24;4;traversal;false;2.840;2.831,36;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_4.txt;100;24;4;composite;false;2.636;2.561,20;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;24;5;optimal;false;2.693;2.630,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;24;5;largest_gap;false;2.798;2.789,34;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;24;5;midpoint;false;2.904;2.877;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;24;5;return;false;3.616;3.583;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;24;5;traversal;false;2.934;2.928,12;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_5.txt;100;24;5;composite;false;2.702;2.649,17;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;24;6;optimal;false;2.493;2.470,83;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;24;6;largest_gap;false;2.622;2.599,36;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;24;6;midpoint;false;2.704;2.686;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;24;6;return;false;3.338;3.329;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;24;6;traversal;false;2.786;2.765,13;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_6.txt;100;24;6;composite;false;2.532;2.486,49;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;24;7;optimal;false;2.732;2.502;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;24;7;largest_gap;false;2.759;2.744,34;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;24;7;midpoint;false;2.880;2.815;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;24;7;return;false;3.426;3.420,82;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;24;7;traversal;false;2.840;2.830,46;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_7.txt;100;24;7;composite;false;2.668;2.586,67;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;24;8;optimal;false;2.578;2.468;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;24;8;largest_gap;false;2.616;2.603,17;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;24;8;midpoint;false;2.714;2.697;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;24;8;return;false;3.319;3.286,50;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;24;8;traversal;false;2.830;2.785;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_8.txt;100;24;8;composite;false;2.563;2.492,89;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;24;9;optimal;false;2.672;2.591;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;24;9;largest_gap;false;2.787;2.733,25;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;24;9;midpoint;false;2.849;2.837;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;24;9;return;false;3.582;3.578,93;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;24;9;traversal;false;2.887;2.880,08;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_9.txt;100;24;9;composite;false;2.692;2.602,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;24;10;optimal;false;2.706;2.581,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;24;10;largest_gap;false;2.699;2.686,24;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;24;10;midpoint;false;2.822;2.779;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;24;10;return;false;3.632;3.593,49;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;24;10;traversal;false;2.903;2.888,85;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_100_10.txt;100;24;10;composite;false;2.640;2.599;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;36;1;optimal;true;482;481,92;1497
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;36;1;largest_gap;true;513;513;29,214
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;36;1;midpoint;true;549;549;96,323
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;36;1;return;true;665;664,74;108,199
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;36;1;traversal;true;528;527,90;362,407
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_1.txt;20;36;1;composite;true;488;488;1535,68
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;36;2;optimal;true;491;491,13;2230,6
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;36;2;largest_gap;true;523;523;520,507
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;36;2;midpoint;true;545;545;242,983
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;36;2;return;true;672;671,90;95,808
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;36;2;traversal;true;541;541,16;523,843
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_2.txt;20;36;2;composite;true;496;496;869,569
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;36;3;optimal;true;493;492,80;217,326
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;36;3;largest_gap;true;530;530;89,233
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;36;3;midpoint;true;562;562;15,47
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;36;3;return;true;679;678,80;73,436
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;36;3;traversal;true;541;540,72;204,814
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_3.txt;20;36;3;composite;true;502;502;569,429
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;36;4;optimal;false;470;445,77;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;36;4;largest_gap;true;482;482;2191,26
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;36;4;midpoint;false;512;509;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;36;4;return;false;653;644,55;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;36;4;traversal;false;520;506,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_4.txt;20;36;4;composite;false;474;459;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;36;5;optimal;true;451;451;2607,44
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;36;5;largest_gap;true;499;499;960,905
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;36;5;midpoint;true;531;531;580,39
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;36;5;return;true;592;592,40;459,54
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;36;5;traversal;true;491;491,13;1257,08
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_5.txt;20;36;5;composite;true;452;452;1732,59
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;36;6;optimal;true;369;368,75;543,302
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;36;6;largest_gap;true;402;402;179,842
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;36;6;midpoint;true;423;422,80;86,031
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;36;6;return;true;493;492,80;26,223
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;36;6;traversal;true;392;392,00;315,322
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_6.txt;20;36;6;composite;true;369;369;206,519
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;36;7;optimal;true;442;442;303,663
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;36;7;largest_gap;true;467;467;147,709
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;36;7;midpoint;true;484;484;109,407
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;36;7;return;true;614;613,52;375,481
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;36;7;traversal;true;490;490,32;226,204
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_7.txt;20;36;7;composite;true;450;450;726,045
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;36;8;optimal;false;460;430;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;36;8;largest_gap;false;485;458;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;36;8;midpoint;false;493;476;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;36;8;return;false;671;656,51;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;36;8;traversal;false;503;483,78;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_8.txt;20;36;8;composite;false;467;439;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;36;9;optimal;true;494;494,00;83,444
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;36;9;largest_gap;true;530;530;6,38
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;36;9;midpoint;true;556;556;5,894
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;36;9;return;true;695;694,80;25,844
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;36;9;traversal;true;546;546,00;40,843
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_9.txt;20;36;9;composite;true;498;498;83,567
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;36;10;optimal;true;365;364,73;651,514
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;36;10;largest_gap;true;393;393;129,908
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;36;10;midpoint;true;415;414,79;164,195
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;36;10;return;true;522;521,60;227,665
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;36;10;traversal;true;412;411,60;583,829
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_20_10.txt;20;36;10;composite;true;371;371;566,39
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;36;1;optimal;false;678;666,05;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;36;1;largest_gap;true;718;718;102,264
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;36;1;midpoint;true;748;747,60;99,354
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;36;1;return;false;948;935;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;36;1;traversal;true;724;723,51;1631,53
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_1.txt;30;36;1;composite;false;691;672;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;36;2;optimal;false;724;720,20;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;36;2;largest_gap;true;794;794;645,188
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;36;2;midpoint;true;846;846,40;373,574
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;36;2;return;true;970;970;890,279
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;36;2;traversal;true;760;760,38;260,308
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_2.txt;30;36;2;composite;false;726;726;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;36;3;optimal;false;568;562,86;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;36;3;largest_gap;false;607;599;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;36;3;midpoint;false;626;620;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;36;3;return;true;806;806,37;960,82
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;36;3;traversal;false;610;609,34;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_3.txt;30;36;3;composite;true;568;567,53;2870,24
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;36;4;optimal;false;591;587,24;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;36;4;largest_gap;true;629;629;907,02
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;36;4;midpoint;true;667;667,15;838,044
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;36;4;return;true;799;799,16;427,108
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;36;4;traversal;false;645;644,53;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_4.txt;30;36;4;composite;false;593;592;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;36;5;optimal;true;592;592,40;369,71
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;36;5;largest_gap;true;638;638;508,264
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;36;5;midpoint;true;652;652,40;69,312
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;36;5;return;true;799;799,17;153,847
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;36;5;traversal;true;650;649,91;229,768
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_5.txt;30;36;5;composite;true;598;598;421,931
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;36;6;optimal;true;594;594;733,718
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;36;6;largest_gap;true;630;630;19
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;36;6;midpoint;true;678;678,31;151,851
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;36;6;return;true;812;812,40;268,276
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;36;6;traversal;true;644;644,30;621,517
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_6.txt;30;36;6;composite;true;602;602;408,367
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;36;7;optimal;false;588;586;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;36;7;largest_gap;true;625;625;325,805
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;36;7;midpoint;true;657;657;199,018
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;36;7;return;true;810;810,00;281,873
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;36;7;traversal;false;637;633,43;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_7.txt;30;36;7;composite;true;590;590;1307,38
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;36;8;optimal;true;636;636;256,668
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;36;8;largest_gap;true;692;692;342,571
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;36;8;midpoint;true;734;733,60;63,213
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;36;8;return;true;868;867,60;6,149
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;36;8;traversal;true;702;701,50;541,326
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_8.txt;30;36;8;composite;true;646;646;938,368
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;36;9;optimal;false;610;607,21;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;36;9;largest_gap;true;653;653;455,846
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;36;9;midpoint;true;680;679,95;920,869
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;36;9;return;true;842;841,95;466,808
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;36;9;traversal;true;651;651,10;786,828
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_9.txt;30;36;9;composite;true;612;612;2050,14
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;36;10;optimal;false;580;563,91;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;36;10;largest_gap;true;616;616;3283,73
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;36;10;midpoint;true;639;639,10;2964,83
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;36;10;return;true;825;825,13;2500,81
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;36;10;traversal;false;627;624,66;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_30_10.txt;30;36;10;composite;false;587;569;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_40_1.txt;40;36;1;optimal;false;936;875,00;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_40_1.txt;40;36;1;largest_gap;false;974;950;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_40_1.txt;40;36;1;midpoint;false;1.052;1.005,04;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_40_1.txt;40;36;1;return;false;1.252;1.197,25;3600
OrderBatching;MUTER_ONCAN;instances\Muter_Oncan\ins_40_1.txt;40;36;1;traversal;false;998;938,64;3600
