problem type;benchmark set;filename;number of orders;capacity;random seed;policy;opt?;UB;LB;time [s]
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_13.txt;8;10;13;optimal;true;78;78;0,119
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_14.txt;8;10;14;optimal;true;71,2;71,2;0,154
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_15.txt;8;10;15;optimal;true;86;86;0,257
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_16.txt;8;10;16;optimal;true;90,8;90,8;0,193
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_17.txt;8;10;17;optimal;true;68,4;68,4;0,134
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_18.txt;8;10;18;optimal;true;120;120;0,118
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_19.txt;8;10;19;optimal;true;106;106;0,124
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_20.txt;8;10;20;optimal;true;120,8;120,8;0,484
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_21.txt;8;10;21;optimal;true;74,8;74,8;0,14
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_22.txt;8;10;22;optimal;true;64,4;64,4;0,144
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_23.txt;8;10;23;optimal;true;80;80;0,171
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_24.txt;8;10;24;optimal;true;106,4;106,4;0,142
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_25.txt;8;10;25;optimal;true;91,6;91,6;0,113
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_26.txt;8;10;26;optimal;true;80;80;0,094
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_27.txt;8;10;27;optimal;true;97,6;97,6;0,976
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_28.txt;8;10;28;optimal;true;137,6;137,6;0,181
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_29.txt;8;10;29;optimal;true;110,8;110,8;0,192
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store3_30.txt;8;10;30;optimal;true;123,6;123,6;0,304
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_01.txt;8;10;1;optimal;true;149,6;149,6;0,2
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_02.txt;8;10;2;optimal;true;120,4;120,4;0,174
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_03.txt;8;10;3;optimal;true;142,4;142,4;1,596
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_04.txt;8;10;4;optimal;true;140;140;0,485
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_05.txt;8;10;5;optimal;true;143,6;143,6;0,532
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_06.txt;8;10;6;optimal;true;146,4;146,4;0,248
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_07.txt;8;10;7;optimal;true;148,8;148,8;0,383
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_08.txt;8;10;8;optimal;true;152,4;152,4;0,517
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_09.txt;8;10;9;optimal;true;149,6;149,6;0,285
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_10.txt;8;10;10;optimal;true;143,6;143,6;0,176
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_11.txt;8;10;11;optimal;true;129,6;129,6;0,354
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_12.txt;8;10;12;optimal;true;127,2;127,2;0,306
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_13.txt;8;10;13;optimal;true;142,8;142,8;1,416
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_14.txt;8;10;14;optimal;true;135,2;135,2;0,471
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_15.txt;8;10;15;optimal;true;146,4;146,4;0,299
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_16.txt;8;10;16;optimal;true;138,8;138,8;0,292
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_17.txt;8;10;17;optimal;true;143,6;143,6;0,362
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_18.txt;8;10;18;optimal;true;128,4;128,4;0,175
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_19.txt;8;10;19;optimal;true;146,4;146,4;0,265
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_20.txt;8;10;20;optimal;true;141,6;141,6;0,29
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_21.txt;8;10;21;optimal;true;141,6;141,6;0,284
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_22.txt;8;10;22;optimal;true;140,8;140,8;0,435
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_23.txt;8;10;23;optimal;true;154,4;154,4;0,842
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_24.txt;8;10;24;optimal;true;138,8;138,8;0,288
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_25.txt;8;10;25;optimal;true;153,6;153,6;0,227
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_26.txt;8;10;26;optimal;true;136;136;0,31
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_27.txt;8;10;27;optimal;true;143,6;143,6;0,517
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_28.txt;8;10;28;optimal;true;153,6;153,6;1,395
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_29.txt;8;10;29;optimal;true;146,4;146,4;0,757
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store4_30.txt;8;10;30;optimal;true;140,8;140,8;0,191
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_01.txt;8;10;1;optimal;true;141,6;141,6;0,424
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_02.txt;8;10;2;optimal;true;110,8;110,8;0,436
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_03.txt;8;10;3;optimal;true;104,4;104,4;0,849
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_04.txt;8;10;4;optimal;true;110;110;0,455
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_05.txt;8;10;5;optimal;true;115,6;115,6;0,171
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_06.txt;8;10;6;optimal;true;110;110;0,18
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_07.txt;8;10;7;optimal;true;129,6;129,6;0,318
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_08.txt;8;10;8;optimal;true;100,8;100,8;0,095
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_09.txt;8;10;9;optimal;true;112;112;0,396
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_10.txt;8;10;10;optimal;true;146;146;0,316
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_11.txt;8;10;11;optimal;true;113,2;113,2;0,334
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_12.txt;8;10;12;optimal;true;113,2;113,2;0,139
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_13.txt;8;10;13;optimal;true;120,8;120,8;0,23
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_14.txt;8;10;14;optimal;true;98,4;98,4;0,116
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_15.txt;8;10;15;optimal;true;129,6;129,6;0,266
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_16.txt;8;10;16;optimal;true;104,4;104,4;0,143
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_17.txt;8;10;17;optimal;true;131,6;131,6;0,205
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_18.txt;8;10;18;optimal;true;121,6;121,6;1,179
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_19.txt;8;10;19;optimal;true;122;122;0,19
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_20.txt;8;10;20;optimal;true;134,4;134,4;0,767
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_21.txt;8;10;21;optimal;true;146,4;146,4;1,295
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_22.txt;8;10;22;optimal;true;95,2;95,2;0,52
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_23.txt;8;10;23;optimal;true;145,6;145,6;0,2
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_24.txt;8;10;24;optimal;true;144,4;144,4;0,286
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_25.txt;8;10;25;optimal;true;93,2;93,2;0,226
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_26.txt;8;10;26;optimal;true;143,2;143,2;0,611
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_27.txt;8;10;27;optimal;true;105,2;105,2;0,745
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_28.txt;8;10;28;optimal;true;106,8;106,8;0,281
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_29.txt;8;10;29;optimal;true;88,4;88,4;0,158
OrderBatching;BAHCECI_ONCAN;Pr_20_2_10_Store5_30.txt;8;10;30;optimal;true;126,4;126,4;0,529
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_01.txt;8;5;1;optimal;true;268;268;0,208
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_02.txt;8;5;2;optimal;true;277,2;277,2;0,135
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_03.txt;8;5;3;optimal;true;278,4;278,4;0,163
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_04.txt;8;5;4;optimal;true;253,2;253,2;0,156
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_05.txt;8;5;5;optimal;true;276;276;0,127
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_06.txt;8;5;6;optimal;true;251,6;251,6;0,175
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_07.txt;8;5;7;optimal;true;226;226;0,267
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_08.txt;8;5;8;optimal;true;257,2;257,2;0,171
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_09.txt;8;5;9;optimal;true;271,6;271,6;0,246
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_10.txt;8;5;10;optimal;true;266,4;266,4;0,186
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_11.txt;8;5;11;optimal;true;275,2;275,2;0,154
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_12.txt;8;5;12;optimal;true;268,4;268,4;0,129
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_13.txt;8;5;13;optimal;true;264,8;264,8;0,182
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_14.txt;8;5;14;optimal;true;248;248;0,187
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_15.txt;8;5;15;optimal;true;243,2;243,2;0,17
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_16.txt;8;5;16;optimal;true;272;272;0,24
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_17.txt;8;5;17;optimal;true;267,6;267,6;0,195
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_18.txt;8;5;18;optimal;true;274,8;274,8;0,122
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_19.txt;8;5;19;optimal;true;258;258;0,646
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_20.txt;8;5;20;optimal;true;273,6;273,6;0,123
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_21.txt;8;5;21;optimal;true;271,2;271,2;0,174
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_22.txt;8;5;22;optimal;true;242,8;242,8;0,875
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_23.txt;8;5;23;optimal;true;225,6;225,6;0,143
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_24.txt;8;5;24;optimal;true;266;266;0,104
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_25.txt;8;5;25;optimal;true;285,2;285,2;0,142
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_26.txt;8;5;26;optimal;true;250,4;250,4;0,198
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_27.txt;8;5;27;optimal;true;227,2;227,2;0,156
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_28.txt;8;5;28;optimal;true;276,4;276,4;0,326
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_29.txt;8;5;29;optimal;true;238;238;0,25
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store1_30.txt;8;5;30;optimal;true;272;272;0,228
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_01.txt;8;5;1;optimal;true;187,2;187,2;0,143
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_02.txt;8;5;2;optimal;true;198,8;198,8;0,138
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_03.txt;8;5;3;optimal;true;179,2;179,2;0,055
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_04.txt;8;5;4;optimal;true;218;218;0,241
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_05.txt;8;5;5;optimal;true;261,2;261,2;0,209
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_06.txt;8;5;6;optimal;true;216;216;0,256
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_07.txt;8;5;7;optimal;true;230;230;0,237
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_08.txt;8;5;8;optimal;true;223,2;223,2;0,222
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_09.txt;8;5;9;optimal;true;226,8;226,8;0,215
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_10.txt;8;5;10;optimal;true;228,8;228,8;0,154
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_11.txt;8;5;11;optimal;true;227,6;227,6;0,229
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_12.txt;8;5;12;optimal;true;241,2;241,2;0,198
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_13.txt;8;5;13;optimal;true;270,8;270,8;0,341
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_14.txt;8;5;14;optimal;true;224,4;224,4;0,302
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_15.txt;8;5;15;optimal;true;211,6;211,6;0,154
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_16.txt;8;5;16;optimal;true;215,6;215,6;0,115
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_17.txt;8;5;17;optimal;true;164;164;0,11
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_18.txt;8;5;18;optimal;true;199,6;199,6;0,113
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_19.txt;8;5;19;optimal;true;218,4;218,4;0,269
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_20.txt;8;5;20;optimal;true;204;204;0,135
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_21.txt;8;5;21;optimal;true;216,8;216,8;0,155
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_22.txt;8;5;22;optimal;true;199,6;199,6;0,081
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_23.txt;8;5;23;optimal;true;174;174;0,134
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_24.txt;8;5;24;optimal;true;207,2;207,2;0,085
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_25.txt;8;5;25;optimal;true;198;198;0,093
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_26.txt;8;5;26;optimal;true;232;232;0,332
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_27.txt;8;5;27;optimal;true;211,2;211,2;0,114
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_28.txt;8;5;28;optimal;true;213,6;213,6;0,131
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_29.txt;8;5;29;optimal;true;192;192;0,158
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store2_30.txt;8;5;30;optimal;true;196,8;196,8;0,066
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_01.txt;8;5;1;optimal;true;168;168;0,157
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_02.txt;8;5;2;optimal;true;163,2;163,2;0,076
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_03.txt;8;5;3;optimal;true;122,4;122,4;0,102
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_04.txt;8;5;4;optimal;true;149,6;149,6;0,198
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_05.txt;8;5;5;optimal;true;147,2;147,2;0,217
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_06.txt;8;5;6;optimal;true;167,2;167,2;0,172
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_07.txt;8;5;7;optimal;true;162,4;162,4;0,198
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_08.txt;8;5;8;optimal;true;135,6;135,6;0,181
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_09.txt;8;5;9;optimal;true;174;174;0,156
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_10.txt;8;5;10;optimal;true;112,8;112,8;0,088
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_11.txt;8;5;11;optimal;true;139,2;139,2;0,103
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_12.txt;8;5;12;optimal;true;122,8;122,8;0,089
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_13.txt;8;5;13;optimal;true;130,4;130,4;0,083
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_14.txt;8;5;14;optimal;true;129,2;129,2;0,136
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_15.txt;8;5;15;optimal;true;146;146;0,172
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_16.txt;8;5;16;optimal;true;131,2;131,2;0,191
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_17.txt;8;5;17;optimal;true;120;120;0,076
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_18.txt;8;5;18;optimal;true;183,6;183,6;0,107
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_19.txt;8;5;19;optimal;true;160,4;160,4;0,262
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_20.txt;8;5;20;optimal;true;179,2;179,2;0,149
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_21.txt;8;5;21;optimal;true;124,4;124,4;0,097
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_22.txt;8;5;22;optimal;true;101,2;101,2;0,074
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_23.txt;8;5;23;optimal;true;138,4;138,4;0,083
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_24.txt;8;5;24;optimal;true;165,2;165,2;0,186
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_25.txt;8;5;25;optimal;true;149,6;149,6;0,152
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_26.txt;8;5;26;optimal;true;125,6;125,6;0,098
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_27.txt;8;5;27;optimal;true;150,8;150,8;0,153
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_28.txt;8;5;28;optimal;true;206,8;206,8;0,292
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_29.txt;8;5;29;optimal;true;172,8;172,8;0,074
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store3_30.txt;8;5;30;optimal;true;174,8;174,8;0,21
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_01.txt;8;5;1;optimal;true;246;246;0,168
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_02.txt;8;5;2;optimal;true;250;250;0,167
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_03.txt;8;5;3;optimal;true;253,6;253,6;0,165
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_04.txt;8;5;4;optimal;true;239,2;239,2;0,142
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_05.txt;8;5;5;optimal;true;245,2;245,2;0,205
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_06.txt;8;5;6;optimal;true;234,4;234,4;0,272
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_07.txt;8;5;7;optimal;true;224,8;224,8;0,286
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_08.txt;8;5;8;optimal;true;236,8;236,8;0,259
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_09.txt;8;5;9;optimal;true;259,2;259,2;0,274
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_10.txt;8;5;10;optimal;true;229,6;229,6;0,241
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_11.txt;8;5;11;optimal;true;241,6;241,6;0,429
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_12.txt;8;5;12;optimal;true;246;246;0,213
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_13.txt;8;5;13;optimal;true;216,8;216,8;0,143
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_14.txt;8;5;14;optimal;true;256,4;256,4;0,239
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_15.txt;8;5;15;optimal;true;245,2;245,2;0,222
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_16.txt;8;5;16;optimal;true;201,6;201,6;0,115
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_17.txt;8;5;17;optimal;true;264,4;264,4;0,164
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_18.txt;8;5;18;optimal;true;241,2;241,2;0,216
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_19.txt;8;5;19;optimal;true;242;242;0,125
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_20.txt;8;5;20;optimal;true;241,2;241,2;0,196
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_21.txt;8;5;21;optimal;true;251,2;251,2;0,203
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_22.txt;8;5;22;optimal;true;258,4;258,4;0,205
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_23.txt;8;5;23;optimal;true;246;246;0,147
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_24.txt;8;5;24;optimal;true;236;236;0,16
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_25.txt;8;5;25;optimal;true;207,6;207,6;0,175
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_26.txt;8;5;26;optimal;true;207,6;207,6;0,108
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_27.txt;8;5;27;optimal;true;250,8;250,8;0,274
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_28.txt;8;5;28;optimal;true;248,4;248,4;0,447
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_29.txt;8;5;29;optimal;true;254,8;254,8;0,189
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store4_30.txt;8;5;30;optimal;true;231,6;231,6;0,239
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_01.txt;8;5;1;optimal;true;194,4;194,4;0,386
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_02.txt;8;5;2;optimal;true;158,8;158,8;0,284
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_03.txt;8;5;3;optimal;true;149,2;149,2;0,108
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_04.txt;8;5;4;optimal;true;152,8;152,8;0,165
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_05.txt;8;5;5;optimal;true;169,2;169,2;0,187
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_06.txt;8;5;6;optimal;true;162;162;0,147
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_07.txt;8;5;7;optimal;true;193,6;193,6;0,16
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_08.txt;8;5;8;optimal;true;146,8;146,8;0,172
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_09.txt;8;5;9;optimal;true;162;162;0,515
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_10.txt;8;5;10;optimal;true;228,4;228,4;0,2
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_11.txt;8;5;11;optimal;true;179,6;179,6;0,325
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_12.txt;8;5;12;optimal;true;164;164;0,21
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_13.txt;8;5;13;optimal;true;187,2;187,2;0,1
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_14.txt;8;5;14;optimal;true;158;158;0,068
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_15.txt;8;5;15;optimal;true;186;186;0,142
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_16.txt;8;5;16;optimal;true;153,6;153,6;0,111
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_17.txt;8;5;17;optimal;true;198,4;198,4;0,35
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_18.txt;8;5;18;optimal;true;170,8;170,8;0,085
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_19.txt;8;5;19;optimal;true;176;176;0,123
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_20.txt;8;5;20;optimal;true;182,4;182,4;0,23
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_21.txt;8;5;21;optimal;true;215,6;215,6;0,426
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_22.txt;8;5;22;optimal;true;138;138;0,111
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_23.txt;8;5;23;optimal;true;193,2;193,2;0,232
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_24.txt;8;5;24;optimal;true;209,2;209,2;0,178
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_25.txt;8;5;25;optimal;true;125,6;125,6;0,1
OrderBatching;BAHCECI_ONCAN;Pr_20_4_05_Store5_26.txt;8;5;26;optimal;true;194,8;194,8;0,176
