storage,source_variant,capacity,num_orders,inst_num,bks_value,bks_is_opt,bks_source_policy,optimal_block_bks,any_policy_improves_optimal,source,doi
CBD,LargestGap,45,80,18,8603,True,optimal,8603,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,19,8842,True,optimal,8842,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,20,9125,True,optimal,9125,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,21,10783,True,optimal,10783,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,22,10081,True,optimal,10081,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,23,9714,True,optimal,9714,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,24,9425,True,optimal,9425,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,25,8772,True,optimal,8772,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,26,8247,True,optimal,8247,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,27,9479,True,optimal,9479,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,28,8689,True,optimal,8689,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,29,8134,True,optimal,8134,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,30,8912,True,optimal,8912,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,31,8187,True,optimal,8187,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,32,9490,True,optimal,9490,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,33,8462,True,optimal,8462,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,34,8552,True,optimal,8552,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,35,8175,True,optimal,8175,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,36,9317,True,optimal,9317,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,37,9173,True,optimal,9173,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,38,8456,True,optimal,8456,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,80,39,8272,True,optimal,8272,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,0,8908,True,optimal,8908,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,1,8849,True,optimal,8849,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,2,9312,True,optimal,9312,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,3,9462,True,optimal,9462,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,4,10708,True,optimal,10708,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,5,9514,True,optimal,9514,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,6,9708,True,optimal,9708,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,7,9788,True,optimal,9788,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,8,9344,True,optimal,9344,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,9,10030,True,optimal,10030,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,10,9503,True,optimal,9503,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,11,10124,True,optimal,10124,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,12,9036,True,optimal,9036,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,13,10417,True,optimal,10417,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,14,9806,True,optimal,9806,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,15,11610,True,optimal,11610,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,16,9126,True,optimal,9126,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,17,10669,True,optimal,10669,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,18,9965,True,optimal,9965,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,19,9981,True,optimal,9981,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,20,9522,True,optimal,9522,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,21,9797,True,optimal,9797,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,22,11057,True,optimal,11057,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,23,10465,True,optimal,10465,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,24,9941,True,optimal,9941,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,25,9699,True,optimal,9699,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,26,10755,True,optimal,10755,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,27,10581,True,optimal,10581,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,28,11351,True,optimal,11351,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,29,9016,True,optimal,9016,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,30,10477,True,optimal,10477,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,31,9930,True,optimal,9930,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,32,9166,True,optimal,9166,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,33,10157,True,optimal,10157,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,34,9911,True,optimal,9911,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,35,10129,True,optimal,10129,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,36,9440,True,optimal,9440,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,37,10795,True,optimal,10795,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,38,9432,True,optimal,9432,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,90,39,10351,True,optimal,10351,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,0,10615,True,optimal,10615,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,1,10572,True,optimal,10572,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,2,11330,True,optimal,11330,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,3,10993,True,optimal,10993,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,4,11271,True,optimal,11271,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,5,10617,True,optimal,10617,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,6,11628,True,optimal,11628,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,7,11102,True,optimal,11102,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,8,11356,True,optimal,11356,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,9,11552,True,optimal,11552,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,10,10553,True,optimal,10553,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,11,10810,True,optimal,10810,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,12,11043,True,optimal,11043,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,13,11181,True,optimal,11181,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,14,11513,True,optimal,11513,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,15,10297,True,optimal,10297,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,16,11601,True,optimal,11601,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,17,10574,False,optimal,10574,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,18,10858,True,optimal,10858,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,19,10574,True,optimal,10574,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,20,11569,True,optimal,11569,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,21,11357,True,optimal,11357,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,22,11113,True,optimal,11113,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,23,11113,True,optimal,11113,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,24,10669,True,optimal,10669,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,25,11219,True,optimal,11219,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,26,10615,True,optimal,10615,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,27,10793,True,optimal,10793,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,28,11070,True,optimal,11070,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,29,11317,True,optimal,11317,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,30,10755,True,optimal,10755,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,31,10978,True,optimal,10978,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,32,10468,True,optimal,10468,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,33,10505,True,optimal,10505,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,34,11190,True,optimal,11190,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,35,10993,True,optimal,10993,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,36,9951,True,optimal,9951,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,37,10897,True,optimal,10897,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,38,10893,True,optimal,10893,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,45,100,39,10298,True,optimal,10298,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,0,1860,True,optimal,1860,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,1,1840,True,optimal,1840,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,2,1903,True,optimal,1903,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,3,1744,True,optimal,1744,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,4,1839,True,optimal,1839,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,5,1878,True,optimal,1878,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,6,1777,True,optimal,1777,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,7,1784,True,optimal,1784,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,8,1980,True,optimal,1980,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,9,1974,True,optimal,1974,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,10,2313,True,optimal,2313,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,11,2238,True,optimal,2238,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,12,2092,True,optimal,2092,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,13,2310,True,optimal,2310,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,14,1821,True,optimal,1821,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,15,1832,True,optimal,1832,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,16,1944,True,optimal,1944,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,17,1868,True,optimal,1868,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,18,1806,True,optimal,1806,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,19,1794,True,optimal,1794,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,20,1734,True,optimal,1734,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,21,1977,True,optimal,1977,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,22,1930,True,optimal,1930,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,23,1779,True,optimal,1779,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,24,2161,True,optimal,2161,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,25,1789,True,optimal,1789,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,26,1758,True,optimal,1758,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,27,1945,True,optimal,1945,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,28,1929,True,optimal,1929,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,29,1880,True,optimal,1880,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,30,1885,True,optimal,1885,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,31,1901,True,optimal,1901,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,32,2178,True,optimal,2178,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,33,1844,True,optimal,1844,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,34,1839,True,optimal,1839,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,35,1858,True,optimal,1858,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,36,1914,True,optimal,1914,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,37,1797,True,optimal,1797,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,38,1471,True,optimal,1471,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,20,39,1509,True,optimal,1509,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,0,2883,True,optimal,2883,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,1,2859,True,optimal,2859,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,2,2620,True,optimal,2620,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,3,2655,True,optimal,2655,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,4,3025,True,optimal,3025,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,5,3262,True,optimal,3262,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,6,2597,True,optimal,2597,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,7,2912,True,optimal,2912,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,8,2739,True,optimal,2739,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,9,2654,True,optimal,2654,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,10,2646,True,optimal,2646,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,11,2920,True,optimal,2920,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,12,3172,True,optimal,3172,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,13,2909,True,optimal,2909,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,14,3162,True,optimal,3162,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,15,2668,True,optimal,2668,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,16,2614,True,optimal,2614,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,17,2933,True,optimal,2933,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,18,2964,True,optimal,2964,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,19,2836,True,optimal,2836,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,20,2980,True,optimal,2980,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,21,2452,True,optimal,2452,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,22,2956,True,optimal,2956,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,23,3047,True,optimal,3047,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,24,2523,True,optimal,2523,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,25,2989,True,optimal,2989,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,26,3095,True,optimal,3095,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,27,3112,True,optimal,3112,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,28,2562,True,optimal,2562,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,29,2821,True,optimal,2821,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,30,2709,True,optimal,2709,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,31,2940,True,optimal,2940,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,32,2999,True,optimal,2999,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,33,2693,True,optimal,2693,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,34,3417,True,optimal,3417,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,35,2458,True,optimal,2458,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,36,2485,True,optimal,2485,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,37,2556,True,optimal,2556,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,38,2932,True,optimal,2932,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,30,39,2804,True,optimal,2804,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,0,3667,True,optimal,3667,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,1,3136,True,optimal,3136,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,2,3496,True,optimal,3496,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,3,3757,True,optimal,3757,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,4,3860,True,optimal,3860,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,5,3604,True,optimal,3604,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,6,3640,True,optimal,3640,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,7,3809,True,optimal,3809,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,8,3723,True,optimal,3723,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,9,3959,True,optimal,3959,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,10,3976,True,optimal,3976,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,11,3885,True,optimal,3885,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,12,3729,True,optimal,3729,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,13,3571,True,optimal,3571,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,14,2941,True,optimal,2941,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,15,3713,True,optimal,3713,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,16,3127,True,optimal,3127,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,17,3642,True,optimal,3642,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,18,3643,True,optimal,3643,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,19,3511,True,optimal,3511,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,20,3750,True,optimal,3750,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,21,3492,True,optimal,3492,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,22,3445,True,optimal,3445,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,23,3499,True,optimal,3499,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,24,3733,True,optimal,3733,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,25,3594,True,optimal,3594,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,26,3248,True,optimal,3248,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,27,3288,True,optimal,3288,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,28,3510,True,optimal,3510,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,29,3746,True,optimal,3746,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,30,3867,True,optimal,3867,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,31,3311,True,optimal,3311,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,32,3773,True,optimal,3773,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,33,3323,True,optimal,3323,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,34,3332,True,optimal,3332,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,35,3641,True,optimal,3641,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,36,3813,True,optimal,3813,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,37,3603,True,optimal,3603,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,38,3692,True,optimal,3692,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,40,39,3651,True,optimal,3651,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,0,4821,True,optimal,4821,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,1,4075,True,optimal,4075,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,2,3980,True,optimal,3980,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,3,4263,True,optimal,4263,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,4,4428,True,optimal,4428,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,5,4235,True,optimal,4235,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,6,4039,True,optimal,4039,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,7,3958,True,optimal,3958,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,8,4674,True,optimal,4674,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
CBD,LargestGap,60,50,9,4390,True,optimal,4390,False,Wahlen & Gschwind (2023),10.1287/trsc.2023.1198
