instance_set,instance_name,reference_value,reference_runtime,reference_is_opt,reference_type,reference_source,reference_policy
SPRP,unit_F1_m10_C60_a15_12,440.0,0.0160077,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_13,302.0,0.010162000000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_14,394.0,0.0103841,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_15,462.0,0.0180382,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_16,464.0,0.0177687,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_17,494.0,0.0129298,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_18,356.0,0.0145921,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_19,420.0,0.0083387,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_2,398.0,0.0123172,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_20,394.0,0.0181621,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_21,366.0,0.0099735,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_22,394.0,0.005403,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_23,364.0,0.008024,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_24,430.0,0.0123112,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_25,460.0,0.0143133,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_26,396.0,0.017108,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_27,414.0,0.0071828000000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_28,416.0,0.0083759,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_29,330.0,0.0122562,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_3,506.0,0.0180914,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_30,428.0,0.0175326,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_31,408.0,0.0092484,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_32,468.0,0.0142274,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_33,356.0,0.0075045,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_34,350.0,0.0118157,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_35,404.0,0.0099009,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_36,388.0,0.0058566,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_37,418.0,0.008984,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_38,376.0,0.0110199,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_39,506.0,0.010410299999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_4,384.0,0.017578700000000003,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_40,326.0,0.0136442,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_41,422.0,0.0059387,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_42,398.0,0.0068388,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_43,448.0,0.0109069,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_44,474.0,0.0146174,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_45,422.0,0.0068835,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_46,428.0,0.0133007,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_47,444.0,0.0166924,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_48,440.0,0.0058438,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_49,448.0,0.0115293,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_5,368.0,0.0078128,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_6,388.0,0.0069738,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_7,434.0,0.0071782,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_8,470.0,0.0144791,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a15_9,354.0,0.0071336,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_0,506.0,0.0113464,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_1,476.0,0.0211431,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_10,528.0,0.0095634,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_11,532.0,0.0091584,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_12,568.0,0.0175204,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_13,512.0,0.0101971,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_14,556.0,0.0164341,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_15,604.0,0.007200300000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_16,558.0,0.0089548,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_17,642.0,0.0151575,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_18,522.0,0.013947900000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_19,560.0,0.0236042,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_2,534.0,0.0150278,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_20,546.0,0.0087323,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_21,544.0,0.0077297,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_22,548.0,0.009583,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_23,586.0,0.008549,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_24,604.0,0.011223200000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_25,540.0,0.0133877,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_26,558.0,0.013338,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_27,520.0,0.0269035,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_28,530.0,0.0141473,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_29,598.0,0.027477599999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_3,614.0,0.027637699999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_30,578.0,0.013670700000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_31,538.0,0.0078017,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_32,580.0,0.0200321,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_33,492.0,0.0130571,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_34,540.0,0.0160383,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_35,574.0,0.0115479,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_36,566.0,0.0142444,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_37,554.0,0.0128677,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_38,572.0,0.0081801,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_39,564.0,0.0086355,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_4,560.0,0.043375,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_40,532.0,0.0148638,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_41,576.0,0.0151541,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_42,560.0,0.0088469,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_43,590.0,0.0084721,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_44,614.0,0.0246739,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_45,514.0,0.0073304,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_46,540.0,0.0097716,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_47,566.0,0.0138495,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_48,586.0,0.0084953,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_49,612.0,0.0106383,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_5,494.0,0.0117926,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_6,504.0,0.0125982,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_7,554.0,0.008057700000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_8,576.0,0.009131,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a30_9,518.0,0.007345399999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_0,164.0,0.0052013,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_1,118.0,0.0040774999999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_10,152.0,0.0079819,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_11,140.0,0.0059829,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_12,114.0,0.0020779,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_13,196.0,0.0259781,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_14,158.0,0.0076416,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_15,154.0,0.0073145,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_16,182.0,0.0132461,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_17,176.0,0.0119389,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_18,128.0,0.0016526000000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_19,94.0,0.0049879,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_2,192.0,0.0058319999999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_20,142.0,0.005253,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_21,186.0,0.0303558,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_22,182.0,0.0104498,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_23,154.0,0.0066105999999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_24,152.0,0.0137581,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_25,190.0,0.0086287,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_26,148.0,0.011597300000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_27,172.0,0.0124193,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_28,156.0,0.0112468,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_29,152.0,0.0050130999999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_3,188.0,0.0089654,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_30,146.0,0.005595,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_31,142.0,0.0086353,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_32,130.0,0.0023784,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_33,184.0,0.0022629,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_34,162.0,0.009587,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_35,162.0,0.0116245,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_36,170.0,0.0082188,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_37,140.0,0.0047633,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_38,180.0,0.0092675,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_39,166.0,0.0120164,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_4,122.0,0.0044407,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_40,166.0,0.0307858,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_41,160.0,0.0241764,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_42,158.0,0.0239172,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_43,104.0,0.0087716,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_44,152.0,0.0029685000000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_45,208.0,0.0111375,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_46,170.0,0.0123199,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_47,182.0,0.0060171999999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_48,224.0,0.0092163,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_49,204.0,0.0096715,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_5,152.0,0.0060216,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_6,196.0,0.0118204,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_7,174.0,0.014513700000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_8,170.0,0.0093029,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a3_9,180.0,0.0103284,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_0,192.0,0.0053388,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_1,234.0,0.0040883000000000004,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_10,252.0,0.0194162,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_11,186.0,0.0052934,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_12,232.0,0.0063964,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_13,232.0,0.0116599,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_14,190.0,0.0051987,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_15,268.0,0.0054827,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_16,272.0,0.0069335,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_17,290.0,0.0150004,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_18,286.0,0.0083144,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_19,278.0,0.0153725,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_2,254.0,0.0148842,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_20,274.0,0.0069951,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_21,304.0,0.019194,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_22,256.0,0.0066359,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_23,252.0,0.0074395,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_24,300.0,0.0129662,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_25,294.0,0.0075499,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_26,198.0,0.0064516,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_27,258.0,0.0075060000000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_28,242.0,0.0051235,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_29,256.0,0.0111253,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_3,330.0,0.012379099999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_30,242.0,0.0040171,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_31,282.0,0.0103774,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_32,342.0,0.017473299999999997,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_33,284.0,0.009706099999999999,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_34,226.0,0.0126435,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_35,302.0,0.0188491,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_36,310.0,0.0183526,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_37,222.0,0.0069789000000000006,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_38,244.0,0.0062319,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_39,224.0,0.0088489,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_4,282.0,0.0154368,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_40,252.0,0.021745,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_41,200.0,0.0060254,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_42,276.0,0.0143485,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_43,190.0,0.0045483,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_44,294.0,0.009005699999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_45,274.0,0.0077568,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_46,238.0,0.0033544,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_47,306.0,0.0086697,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_48,304.0,0.0057765,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_49,288.0,0.0079839,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_5,202.0,0.0063974999999999995,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_6,308.0,0.0099127,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_7,286.0,0.0202456,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_8,244.0,0.0142682,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m10_C60_a7_9,234.0,0.0110128,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_0,1072.0,0.0188559,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_1,1580.0,0.0347986,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_10,1650.0,0.0330312,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_11,1454.0,0.0132643,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_12,1478.0,0.0182926,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_13,1212.0,0.0400434,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_14,1266.0,0.022279900000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_15,1574.0,0.029294,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_16,1410.0,0.0268356,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_17,1508.0,0.0192046,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_18,1330.0,0.0315368,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_19,1446.0,0.032457700000000006,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_2,1558.0,0.0240563,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_20,1474.0,0.0220488,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_21,1358.0,0.0420036,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_22,1286.0,0.021353300000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_23,1426.0,0.0858287,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_24,1582.0,0.0760064,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_25,1684.0,0.041881,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_26,1562.0,0.044529000000000006,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_27,1504.0,0.028726400000000003,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_28,1456.0,0.0202163,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_29,1538.0,0.023884,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_3,1004.0,0.023837599999999997,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_30,1302.0,0.0095353,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_31,1414.0,0.0262933,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_32,1292.0,0.028620899999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_33,1504.0,0.045225299999999996,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_34,916.0,0.0157863,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_35,1520.0,0.033452199999999994,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_36,1600.0,0.022476600000000003,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_37,1488.0,0.0357441,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_38,1418.0,0.0192744,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_39,1492.0,0.0792175,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_4,1448.0,0.0539687,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_40,1676.0,0.0625347,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_41,1180.0,0.0598366,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_42,1168.0,0.030807200000000003,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_43,1534.0,0.015656,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_44,1378.0,0.0259679,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_45,1324.0,0.07792260000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_46,1742.0,0.0299303,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_47,1308.0,0.06353450000000001,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_48,1410.0,0.0414297,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_49,1336.0,0.117733,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_5,1414.0,0.027286,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_6,1392.0,0.0563587,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_7,1380.0,0.019907,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_8,1392.0,0.0244925,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a15_9,1444.0,0.043163400000000005,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_0,2062.0,0.016970700000000002,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_1,2518.0,0.0153171,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_10,2336.0,0.0683392,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_11,2276.0,0.0372096,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_12,2486.0,0.024427499999999998,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_13,1768.0,0.0473376,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_14,2006.0,0.0378709,True,optimum,Heßler & Irnich (2024),exact
SPRP,unit_F1_m25_C180_a30_15,2698.0,0.045358600000000006,True,optimum,Heßler & Irnich (2024),exact
